NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,3.221036713999638,4,3,0,0,column
2,0,-1,1.1821864819994516,4,3,0,0,column
