NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,0,-1,4,3,0,0,row
2,0,-1,3.4727413469954627,4,3,0,0,diagonal
