NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,1,0.6973081749993071,4,3,0,0,row
2,0,-1,0.3287517749995459,4,3,0,0,no
