NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,3.369792880002933,10,3,0,0,column
2,0,1,0.33224003099894617,10,3,0,0,row
