NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,0.719577124999887,4,3,0,0,column
2,0,-1,0.6266975600001388,4,3,0,0,column
