NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,2.359963004000292,4,3,0,0,diagonal
2,0,-1,2.015256276999935,4,3,0,0,column
