NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,1.1842537519996768,4,3,0,0,column
2,0,1,0.4298252759999741,4,3,0,0,row
