NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,0,-1,4,3,0,0,row
2,0,-1,2.25577927500035,4,3,0,0,diagonal
