NR,EXPERIMENTAL,ACC,RT,TIME,LEVEL,REVERSAL,REVERSAL_COUNT,TRIAL_TYPE
1,0,-1,7.433485132001806,10,3,0,0,no
2,0,-1,0.5961458750025486,10,3,0,0,column
